Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals
2023-11-04 00:00:00,Mainz,RB Leipzig,2,0,H,5.23,4.44,1.6,1.59,2.38,1426.16,1563.22,-137.06,1.2,2.4,0,2,3,2.4,0.6,3,2,0,0,0,0,0.0,0.0
2023-11-04 00:00:00,Hoffenheim,Leverkusen,2,3,A,4.85,4.82,1.59,1.32,3.35,1541.35,1598.76,-57.42,2.0,2.0,3,0,2,2.8,0.6,5,0,0,0,0,0,0.0,0.0
2023-11-04 00:00:00,FC Koln,Augsburg,1,1,D,2.35,3.72,2.89,1.63,2.33,1431.54,1488.62,-57.08,0.8,2.8,1,0,4,2.2,1.8,3,0,2,0,0,0,0.0,0.0
2023-11-04 00:00:00,Union Berlin,Ein Frankfurt,0,3,A,2.56,3.25,2.92,2.04,1.8,1431.74,1528.62,-96.89,0.4,2.4,0,0,5,1.6,1.2,2,2,1,0,0,0,0.0,0.0
2023-11-04 00:00:00,Freiburg,M'gladbach,3,3,D,2.1,3.85,3.28,1.59,2.38,1500.86,1471.37,29.49,1.0,1.2,2,1,2,1.6,1.6,2,1,2,0,0,0,0.0,0.0
2023-11-04 00:00:00,Dortmund,Bayern Munich,0,4,A,3.81,4.39,1.82,1.34,3.32,1576.3,1587.69,-11.39,2.4,1.2,4,1,0,4.6,0.6,4,1,0,0,0,0,0.0,0.0
2023-11-05 00:00:00,Heidenheim,Stuttgart,2,0,H,4.6,4.38,1.68,1.48,2.65,1444.5,1558.43,-113.93,1.0,2.6,1,0,4,2.6,1.0,4,0,1,0,0,0,0.0,0.0
2023-11-05 00:00:00,Wolfsburg,Werder Bremen,2,2,D,1.73,4.3,4.32,1.45,2.72,1484.76,1461.34,23.42,1.2,1.8,1,0,4,1.6,1.8,2,0,3,0,0,0,0.0,0.0
2023-11-10 00:00:00,M'gladbach,Wolfsburg,4,0,H,2.38,3.76,2.82,1.53,2.54,1472.64,1483.75,-11.11,2.2,2.0,2,2,1,1.6,2.0,1,1,3,0,0,0,0.0,0.0
2023-11-11 00:00:00,Augsburg,Hoffenheim,1,1,D,2.6,3.8,2.53,1.47,2.69,1486.18,1528.8,-42.63,2.0,1.8,2,1,2,2.0,2.6,2,0,3,0,0,0,0.0,0.0
2023-11-11 00:00:00,Bayern Munich,Heidenheim,4,2,H,1.06,15.98,30.37,1.16,5.07,1602.2,1464.25,137.95,4.0,0.6,4,1,0,1.2,1.8,2,0,3,0,0,0,0.0,0.0
2023-11-11 00:00:00,Darmstadt,Mainz,0,0,D,2.99,3.67,2.31,1.66,2.22,1441.16,1446.79,-5.63,1.6,3.2,2,0,3,1.4,2.0,1,2,2,0,0,0,0.0,0.0
2023-11-11 00:00:00,Stuttgart,Dortmund,2,1,H,2.59,3.79,2.56,1.47,2.7,1538.68,1561.79,-23.12,2.0,1.2,3,0,2,2.2,2.0,3,1,1,0,0,0,0.0,0.0
2023-11-11 00:00:00,Bochum,FC Koln,1,1,D,2.45,3.62,2.82,1.69,2.2,1463.56,1433.98,29.58,1.2,1.6,1,2,2,0.8,2.6,1,1,3,0,0,0,0.0,0.0
2023-11-12 00:00:00,Leverkusen,Union Berlin,4,0,H,1.28,6.03,10.54,1.57,2.41,1611.31,1420.82,190.49,2.6,0.8,5,0,0,0.4,2.6,0,0,5,0,0,0,0.0,0.0
2023-11-12 00:00:00,Werder Bremen,Ein Frankfurt,2,2,D,3.0,3.58,2.34,1.72,2.15,1462.35,1539.55,-77.2,1.6,2.0,1,1,3,2.2,1.2,3,1,1,0,0,0,0.0,0.0
2023-11-12 00:00:00,RB Leipzig,Freiburg,3,1,H,1.45,4.88,6.67,1.56,2.45,1542.6,1499.59,43.01,2.2,1.0,2,2,1,1.6,1.8,2,1,2,0,0,0,0.0,0.0
2023-11-24 00:00:00,FC Koln,Bayern Munich,0,1,A,10.51,6.77,1.26,1.33,3.32,1435.26,1611.54,-176.28,1.0,2.4,1,2,2,4.4,0.6,5,0,0,0,0,0,0.0,0.0
2023-11-25 00:00:00,Ein Frankfurt,Stuttgart,1,2,A,2.62,3.67,2.6,1.7,2.19,1536.27,1554.67,-18.41,2.6,1.2,3,2,0,2.0,1.4,3,0,2,0,0,0,0.0,0.0
2023-11-25 00:00:00,Wolfsburg,RB Leipzig,2,1,H,3.77,3.94,1.92,1.6,2.36,1468.27,1555.75,-87.48,1.2,2.8,0,1,4,2.4,0.8,3,1,1,0,0,0,0.0,0.0
2023-11-25 00:00:00,Werder Bremen,Leverkusen,0,3,A,6.24,5.13,1.46,1.38,3.04,1465.62,1618.82,-153.19,1.6,1.6,1,2,2,2.8,0.8,5,0,0,0,0,0,0.0,0.0
2023-11-25 00:00:00,Freiburg,Darmstadt,1,1,D,1.58,4.37,5.6,1.66,2.27,1486.44,1441.41,45.03,1.4,2.4,1,1,3,0.8,2.8,1,1,3,0,0,0,0.0,0.0
2023-11-25 00:00:00,Dortmund,M'gladbach,4,2,H,1.48,5.23,5.77,1.31,3.4,1545.8,1488.12,57.68,1.8,2.2,2,1,2,2.4,1.8,2,2,1,0,0,0,0.0,0.0
2023-11-25 00:00:00,Union Berlin,Augsburg,1,1,D,2.01,3.63,3.76,1.93,1.9,1413.3,1488.01,-74.7,0.4,3.2,0,0,5,2.2,1.6,2,2,1,0,0,0,0.0,0.0
2023-11-26 00:00:00,Heidenheim,Bochum,0,0,D,2.22,3.76,3.07,1.63,2.31,1454.91,1462.29,-7.38,1.4,2.6,1,0,4,1.2,1.2,1,3,1,0,0,0,0.0,0.0
2023-11-26 00:00:00,Hoffenheim,Mainz,1,1,D,1.85,4.04,3.94,1.6,2.39,1526.97,1446.55,80.42,2.0,2.2,2,1,2,1.4,1.4,1,3,1,0,0,0,0.0,0.0
2023-12-01 00:00:00,Darmstadt,FC Koln,0,1,A,2.68,3.51,2.63,1.79,2.06,1443.34,1427.28,16.06,0.6,2.8,0,2,3,1.0,2.0,1,2,2,0,0,0,0.0,0.0
2023-12-02 00:00:00,RB Leipzig,Heidenheim,2,1,H,1.24,7.01,10.83,1.38,3.04,1537.05,1455.23,81.82,2.6,1.2,3,0,2,1.4,2.2,1,1,3,0,0,0,0.0,0.0
2023-12-02 00:00:00,M'gladbach,Hoffenheim,2,1,H,2.25,4.07,2.85,1.36,3.11,1475.59,1523.56,-47.97,2.4,2.2,2,1,2,1.6,2.0,1,2,2,0,0,0,0.0,0.0
2023-12-02 00:00:00,Stuttgart,Werder Bremen,2,0,H,1.41,5.18,7.35,1.49,2.62,1568.88,1456.84,112.04,1.8,1.4,3,0,2,1.2,1.6,1,2,2,0,0,0,0.0,0.0
2023-12-02 00:00:00,Bochum,Wolfsburg,3,1,H,2.66,3.65,2.58,1.66,2.26,1461.97,1486.97,-25.0,1.2,1.2,1,3,1,1.4,2.4,1,1,3,0,0,0,0.0,0.0
2023-12-03 00:00:00,Augsburg,Ein Frankfurt,2,1,H,2.68,3.58,2.59,1.78,2.06,1484.83,1522.06,-37.23,2.2,1.4,2,3,0,2.4,1.6,2,2,1,0,0,0,0.0,0.0
